"BehaviorSpace Table data (NetLogo 4.0beta1)"
""
"Follower Epistemic Significance Summary"
"07/09/2007 22:21:20:451 -0400"

"[run number]","number_of_mavericks","number_of_control","number_of_followers","[tick]","count patches with [visited = true]","count patches with [significance > 0]","(count patches with [(visited = true) and (significance > 0) ] / count patches with [significance > 0])"
"705","0","0","290","200","863","3454","0.12015055008685582"
"706","0","0","290","200","888","3454","0.13404748118123913"
"707","0","0","290","200","997","3454","0.15981470758540822"
"708","0","0","290","200","934","3454","0.13896931094383325"
"709","0","0","290","200","810","3454","0.10712217718587146"
"710","0","0","290","200","983","3454","0.1482339316734221"
"711","0","0","290","200","899","3454","0.14012738853503184"
"712","0","0","290","200","825","3454","0.11117544875506659"
"713","0","0","290","200","858","3454","0.11522872032426172"
"714","0","0","290","200","840","3454","0.11522872032426172"
"715","0","0","290","200","910","3454","0.13346844238563985"
"716","0","0","290","200","869","3454","0.12565141864504922"
"717","0","0","290","200","1028","3454","0.1673422119281992"
"718","0","0","290","200","957","3454","0.15315576143601622"
"719","0","0","290","200","944","3454","0.14012738853503184"
"720","0","0","290","200","954","3454","0.15778807180081064"
"721","0","0","290","200","870","3454","0.123335263462652"
"722","0","0","290","200","961","3454","0.14939200926462073"
"723","0","0","290","200","766","3454","0.08917197452229299"
"724","0","0","290","200","911","3454","0.14012738853503184"
"725","0","0","290","200","894","3454","0.13086276780544295"
"726","0","0","300","200","983","3454","0.15402431962941518"
"727","0","0","300","200","921","3454","0.13665315576143602"
"728","0","0","300","200","1030","3454","0.16097278517660682"
"729","0","0","300","200","900","3454","0.13173132599884194"
"730","0","0","300","200","953","3454","0.14881297046902142"
"731","0","0","300","200","1051","3454","0.1696583671105964"
"732","0","0","300","200","873","3454","0.11986103068905617"
"733","0","0","300","200","927","3454","0.13173132599884194"
"734","0","0","300","200","961","3454","0.1447596988998263"
"735","0","0","300","200","895","3454","0.12594093804284887"
"736","0","0","300","200","1073","3454","0.1789229878401853"
"737","0","0","300","200","895","3454","0.12680949623624782"
"738","0","0","300","200","918","3454","0.13462651997683844"
"739","0","0","300","200","970","3454","0.15489287782281413"
"740","0","0","300","200","890","3454","0.13346844238563985"
"741","0","0","300","200","849","3454","0.11349160393746381"
"742","0","0","300","200","1126","3454","0.1954255935147655"
"743","0","0","300","200","905","3454","0.1294151708164447"
"744","0","0","300","200","969","3454","0.1436016213086277"
"745","0","0","300","200","916","3454","0.1360741169658367"
"746","0","0","300","200","1076","3454","0.1867400115807759"
"747","0","0","300","200","963","3454","0.14504921829762593"
"748","0","0","300","200","915","3454","0.1343370005790388"
"749","0","0","300","200","929","3454","0.1354950781702374"
"750","0","0","300","200","903","3454","0.13346844238563985"
"751","0","0","310","200","989","3454","0.1502605674580197"
"752","0","0","310","200","1001","3454","0.14939200926462073"
"753","0","0","310","200","954","3454","0.1337579617834395"
"754","0","0","310","200","919","3454","0.12651997683844818"
"755","0","0","310","200","921","3454","0.13144180660104227"
"756","0","0","310","200","1068","3454","0.1751592356687898"
"757","0","0","310","200","1016","3454","0.1673422119281992"
"758","0","0","310","200","1023","3454","0.16821077012159816"
"759","0","0","310","200","896","3454","0.11262304574406486"
"760","0","0","310","200","991","3454","0.15286624203821655"
"761","0","0","310","200","831","3454","0.10856977417486971"
"762","0","0","310","200","1014","3454","0.16589461493920094"
"763","0","0","310","200","1068","3454","0.18181818181818182"
"764","0","0","310","200","947","3454","0.13520555877243776"
"765","0","0","310","200","976","3454","0.1447596988998263"
"766","0","0","310","200","923","3454","0.1337579617834395"
"767","0","0","310","200","936","3454","0.13636363636363635"
"768","0","0","310","200","999","3454","0.15605095541401273"
"769","0","0","310","200","1061","3454","0.17689635205558774"
"770","0","0","310","200","938","3454","0.1398378691372322"
"771","0","0","310","200","941","3454","0.13867979154603358"
"772","0","0","310","200","1138","3454","0.1905037637521714"
"773","0","0","310","200","979","3454","0.1514186450492183"
"774","0","0","310","200","1060","3454","0.17718587145338738"
"775","0","0","310","200","1049","3454","0.1635784597568037"
"776","0","0","320","200","997","3454","0.14128546612623047"
"777","0","0","320","200","902","3454","0.12651997683844818"
"778","0","0","320","200","1021","3454","0.16068326577880718"
"779","0","0","320","200","1027","3454","0.16010422698320786"
"780","0","0","320","200","1024","3454","0.1525767226404169"
"781","0","0","320","200","1060","3454","0.1563404748118124"
"782","0","0","320","200","856","3454","0.11117544875506659"
"783","0","0","320","200","927","3454","0.12536189924724955"
"784","0","0","320","200","1095","3454","0.18268674001158078"
"785","0","0","320","200","1065","3454","0.17081644470179502"
"786","0","0","320","200","952","3454","0.13086276780544295"
"787","0","0","320","200","1044","3454","0.16560509554140126"
"788","0","0","320","200","880","3454","0.1178343949044586"
"789","0","0","320","200","1006","3454","0.1502605674580197"
"790","0","0","320","200","856","3454","0.11464968152866242"
"791","0","0","320","200","1090","3454","0.17429067747539084"
"792","0","0","320","200","1117","3454","0.18760856977417487"
"793","0","0","320","200","943","3454","0.13173132599884194"
"794","0","0","320","200","1009","3454","0.14736537348002315"
"795","0","0","320","200","1069","3454","0.1629994209612044"
"796","0","0","320","200","915","3454","0.12565141864504922"
"797","0","0","320","200","962","3454","0.1464968152866242"
"798","0","0","320","200","1048","3454","0.17110596409959467"
"799","0","0","320","200","1098","3454","0.1751592356687898"
"800","0","0","320","200","1007","3454","0.15228720324261724"
"801","0","0","330","200","1189","3454","0.2064273306311523"
"802","0","0","330","200","901","3454","0.11522872032426172"
"803","0","0","330","200","888","3454","0.10393746381007528"
"804","0","0","330","200","869","3454","0.11436016213086277"
"805","0","0","330","200","970","3454","0.1349160393746381"
"806","0","0","330","200","1084","3454","0.1673422119281992"
"807","0","0","330","200","1015","3454","0.1453387376954256"
"808","0","0","330","200","975","3454","0.13839027214823393"
"809","0","0","330","200","942","3454","0.12651997683844818"
"810","0","0","330","200","1072","3454","0.16328894035900404"
"811","0","0","330","200","1032","3454","0.1569195136074117"
"812","0","0","330","200","981","3454","0.1337579617834395"
"813","0","0","330","200","1024","3454","0.1569195136074117"
"814","0","0","330","200","1044","3454","0.15836711059640995"
"815","0","0","330","200","1126","3454","0.18731905037637522"
"816","0","0","330","200","967","3454","0.1360741169658367"
"817","0","0","330","200","1141","3454","0.17660683265778807"
"818","0","0","330","200","954","3454","0.12651997683844818"
"819","0","0","330","200","1085","3454","0.16936884771279676"
"820","0","0","330","200","939","3454","0.12651997683844818"
"821","0","0","330","200","1074","3454","0.16560509554140126"
"822","0","0","330","200","1074","3454","0.17371163867979156"
"823","0","0","330","200","1032","3454","0.1667631731325999"
"824","0","0","330","200","935","3454","0.123335263462652"
"825","0","0","330","200","1014","3454","0.15720903300521136"
"826","0","0","340","200","1057","3454","0.15315576143601622"
"827","0","0","340","200","1008","3454","0.14562825709322524"
"828","0","0","340","200","1007","3454","0.13115228720324262"
"829","0","0","340","200","998","3454","0.1525767226404169"
"830","0","0","340","200","1056","3454","0.150839606253619"
"831","0","0","340","200","947","3454","0.13867979154603358"
"832","0","0","340","200","980","3454","0.13404748118123913"
"833","0","0","340","200","948","3454","0.12912565141864504"
"834","0","0","340","200","1127","3454","0.17863346844238565"
"835","0","0","340","200","1100","3454","0.164157498552403"
"836","0","0","340","200","1084","3454","0.1667631731325999"
"837","0","0","340","200","1148","3454","0.18760856977417487"
"838","0","0","340","200","1116","3454","0.17168500289519398"
"839","0","0","340","200","943","3454","0.12623045744064854"
"840","0","0","340","200","931","3454","0.11551823972206138"
"841","0","0","340","200","965","3454","0.12044006948465547"
"842","0","0","340","200","915","3454","0.11493920092646208"
"843","0","0","340","200","988","3454","0.13781123335263462"
"844","0","0","340","200","979","3454","0.1343370005790388"
"845","0","0","340","200","872","3454","0.10306890561667632"
"846","0","0","340","200","1156","3454","0.1832657788071801"
"847","0","0","340","200","971","3454","0.12738853503184713"
"848","0","0","340","200","1065","3454","0.1580775911986103"
"849","0","0","340","200","1119","3454","0.18152866242038215"
"850","0","0","340","200","855","3454","0.10306890561667632"
"851","0","0","350","200","1036","3454","0.14678633468442387"
"852","0","0","350","200","1086","3454","0.15170816444701796"
"853","0","0","350","200","1093","3454","0.16560509554140126"
"854","0","0","350","200","911","3454","0.10943833236826868"
"855","0","0","350","200","1012","3454","0.14128546612623047"
"856","0","0","350","200","975","3454","0.1282570932252461"
"857","0","0","350","200","1207","3454","0.1933989577301679"
"858","0","0","350","200","1020","3454","0.14070642733063116"
"859","0","0","350","200","1057","3454","0.1537348002316155"
"860","0","0","350","200","1006","3454","0.1427330631152287"
"861","0","0","350","200","1160","3454","0.19368847712796758"
"862","0","0","350","200","1127","3454","0.17429067747539084"
"863","0","0","350","200","1042","3454","0.15518239722061378"
"864","0","0","350","200","1083","3454","0.15431383902721482"
"865","0","0","350","200","1002","3454","0.1372321945570353"
"866","0","0","350","200","1054","3454","0.16068326577880718"
"867","0","0","350","200","1029","3454","0.14244354371742907"
"868","0","0","350","200","1116","3454","0.16386797915460335"
"869","0","0","350","200","1165","3454","0.19166184134337"
"870","0","0","350","200","990","3454","0.13752171395483498"
"871","0","0","350","200","1134","3454","0.1832657788071801"
"872","0","0","350","200","1005","3454","0.14128546612623047"
"873","0","0","350","200","1103","3454","0.17486971627099016"
"874","0","0","350","200","1005","3454","0.1360741169658367"
"875","0","0","350","200","1029","3454","0.1427330631152287"
"876","0","0","360","200","1140","3454","0.16560509554140126"
"877","0","0","360","200","1172","3454","0.18789808917197454"
"878","0","0","360","200","1116","3454","0.1685002895193978"
"879","0","0","360","200","1151","3454","0.1722640416907933"
"880","0","0","360","200","1058","3454","0.1525767226404169"
"881","0","0","360","200","1067","3454","0.1563404748118124"
"882","0","0","360","200","1200","3454","0.19803126809496235"
"883","0","0","360","200","1117","3454","0.17429067747539084"
"884","0","0","360","200","1099","3454","0.15344528083381587"
"885","0","0","360","200","1025","3454","0.14678633468442387"
"886","0","0","360","200","1079","3454","0.15055008685581933"
"887","0","0","360","200","999","3454","0.13317892298784018"
"888","0","0","360","200","1023","3454","0.1360741169658367"
"889","0","0","360","200","1064","3454","0.15518239722061378"
"890","0","0","360","200","1137","3454","0.17805442964678633"
"891","0","0","360","200","1139","3454","0.17921250723798496"
"892","0","0","360","200","1149","3454","0.17255356108859293"
"893","0","0","360","200","1142","3454","0.17371163867979156"
"894","0","0","360","200","1147","3454","0.17313259988419225"
"895","0","0","360","200","1080","3454","0.15431383902721482"
"896","0","0","360","200","1098","3454","0.15605095541401273"
"897","0","0","360","200","1159","3454","0.185002895193978"
"898","0","0","360","200","1019","3454","0.1447596988998263"
"899","0","0","360","200","976","3454","0.12015055008685582"
"900","0","0","360","200","1101","3454","0.16878980891719744"
"901","0","0","370","200","1184","3454","0.17718587145338738"
"902","0","0","370","200","1113","3454","0.1618413433700058"
"903","0","0","370","200","1105","3454","0.157498552403011"
"904","0","0","370","200","1012","3454","0.13462651997683844"
"905","0","0","370","200","1035","3454","0.1427330631152287"
"906","0","0","370","200","1153","3454","0.1832657788071801"
"907","0","0","370","200","1113","3454","0.16878980891719744"
"908","0","0","370","200","1077","3454","0.1525767226404169"
"909","0","0","370","200","1080","3454","0.15489287782281413"
"910","0","0","370","200","1023","3454","0.14070642733063116"
"911","0","0","370","200","1173","3454","0.16994788650839607"
"912","0","0","370","200","1029","3454","0.1398378691372322"
"913","0","0","370","200","1100","3454","0.15894614939200927"
"914","0","0","370","200","1040","3454","0.14939200926462073"
"915","0","0","370","200","1167","3454","0.18355529820497973"
"916","0","0","370","200","1180","3454","0.18702953097857555"
"917","0","0","370","200","1263","3454","0.212507237984945"
"918","0","0","370","200","1147","3454","0.17544875506658947"
"919","0","0","370","200","1169","3454","0.17921250723798496"
"920","0","0","370","200","1094","3454","0.15952518818760858"
"921","0","0","370","200","1090","3454","0.14939200926462073"
"922","0","0","370","200","1226","3454","0.19861030689056167"
"923","0","0","370","200","1163","3454","0.17979154603358424"
"924","0","0","370","200","1028","3454","0.14447017950202665"
"925","0","0","370","200","1195","3454","0.18760856977417487"
"926","0","0","380","200","1188","3454","0.1800810654313839"
"927","0","0","380","200","1107","3454","0.14447017950202665"
"928","0","0","380","200","1189","3454","0.18760856977417487"
"929","0","0","380","200","1141","3454","0.1696583671105964"
"930","0","0","380","200","1070","3454","0.1415749855240301"
"931","0","0","380","200","1109","3454","0.1557614360162131"
"932","0","0","380","200","1040","3454","0.13520555877243776"
"933","0","0","380","200","1172","3454","0.1757382744643891"
"934","0","0","380","200","1220","3454","0.1867400115807759"
"935","0","0","380","200","1162","3454","0.1789229878401853"
"936","0","0","380","200","1083","3454","0.14186450492182975"
"937","0","0","380","200","1019","3454","0.12217718587145339"
"938","0","0","380","200","1130","3454","0.16502605674580198"
"939","0","0","380","200","1189","3454","0.1777649102489867"
"940","0","0","380","200","1179","3454","0.18384481760277938"
"941","0","0","380","200","1096","3454","0.15836711059640995"
"942","0","0","380","200","1190","3454","0.1899247249565721"
"943","0","0","380","200","1225","3454","0.1855819339895773"
"944","0","0","380","200","1210","3454","0.18384481760277938"
"945","0","0","380","200","1074","3454","0.14881297046902142"
"946","0","0","380","200","1124","3454","0.16560509554140126"
"947","0","0","380","200","1305","3454","0.225825130283729"
"948","0","0","380","200","1065","3454","0.15055008685581933"
"949","0","0","380","200","1113","3454","0.15894614939200927"
"950","0","0","380","200","1126","3454","0.1685002895193978"
"951","0","0","390","200","1281","3454","0.212507237984945"
"952","0","0","390","200","1123","3454","0.157498552403011"
"953","0","0","390","200","1039","3454","0.13404748118123913"
"954","0","0","390","200","1231","3454","0.19368847712796758"
"955","0","0","390","200","1210","3454","0.19079328314997104"
"956","0","0","390","200","1258","3454","0.19253039953676895"
"957","0","0","390","200","1186","3454","0.1855819339895773"
"958","0","0","390","200","1239","3454","0.18934568616097278"
"959","0","0","390","200","1248","3454","0.1971627099015634"
"960","0","0","390","200","1046","3454","0.13867979154603358"
"961","0","0","390","200","1182","3454","0.17718587145338738"
"962","0","0","390","200","1273","3454","0.20555877243775333"
"963","0","0","390","200","1060","3454","0.1343370005790388"
"964","0","0","390","200","1076","3454","0.1447596988998263"
"965","0","0","390","200","1235","3454","0.18471337579617833"
"966","0","0","390","200","1230","3454","0.18587145338737696"
"967","0","0","390","200","1166","3454","0.16878980891719744"
"968","0","0","390","200","1212","3454","0.18529241459177764"
"969","0","0","390","200","1123","3454","0.15518239722061378"
"970","0","0","390","200","1014","3454","0.13288940359004053"
"971","0","0","390","200","1238","3454","0.19629415170816444"
"972","0","0","390","200","1256","3454","0.20729588882455124"
"973","0","0","390","200","1313","3454","0.21279675738274464"
"974","0","0","390","200","1169","3454","0.1696583671105964"
"975","0","0","390","200","1169","3454","0.1696583671105964"
"976","0","0","400","200","1115","3454","0.15460335842501446"
"977","0","0","400","200","1131","3454","0.15431383902721482"
"978","0","0","400","200","1314","3454","0.21453387376954255"
"979","0","0","400","200","1155","3454","0.15894614939200927"
"980","0","0","400","200","1258","3454","0.19918934568616098"
"981","0","0","400","200","1188","3454","0.1690793283149971"
"982","0","0","400","200","1220","3454","0.17689635205558774"
"983","0","0","400","200","1185","3454","0.17544875506658947"
"984","0","0","400","200","1079","3454","0.13520555877243776"
"985","0","0","400","200","1143","3454","0.1563404748118124"
"986","0","0","400","200","1238","3454","0.19137232194557036"
"987","0","0","400","200","1146","3454","0.1580775911986103"
"988","0","0","400","200","1164","3454","0.16994788650839607"
"989","0","0","400","200","1169","3454","0.17255356108859293"
"990","0","0","400","200","1196","3454","0.17602779386218875"
"991","0","0","400","200","1069","3454","0.14765489287782282"
"992","0","0","400","200","1170","3454","0.17544875506658947"
"993","0","0","400","200","1141","3454","0.15228720324261724"
"994","0","0","400","200","1191","3454","0.1751592356687898"
"995","0","0","400","200","1129","3454","0.1612623045744065"
"996","0","0","400","200","1138","3454","0.15402431962941518"
"997","0","0","400","200","1183","3454","0.16444701795020267"
"998","0","0","400","200","1282","3454","0.20787492762015056"
"999","0","0","400","200","1166","3454","0.16936884771279676"
"1000","0","0","400","200","1220","3454","0.18529241459177764"
